,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
0,595549893585733310,HCK[R&F] 2BR 2-4pax City View/Walk CIQ/Sunset@JB,95993346,Kylie,North Region,Woodlands,1.45838,103.77033,Entire home/apt,58,1,8,2022-05-01,0.88,1,18,8
1,50646,Pleasant Room along Bukit Timah,227796,Sujatha,Central Region,Bukit Timah,1.33432,103.78521,Private room,80,92,18,2014-12-26,0.18,1,365,0
2,71609,Ensuite Room (Room 1 & 2) near EXPO,367042,Belinda,East Region,Tampines,1.34537,103.95887,Private room,143,92,20,2020-01-17,0.16,6,365,0
3,71896,B&B  Room 1 near Airport & EXPO,367042,Belinda,East Region,Tampines,1.34754,103.95958,Private room,83,92,24,2019-10-13,0.18,6,365,0
4,71903,Room 2-near Airport & EXPO,367042,Belinda,East Region,Tampines,1.34531,103.961,Private room,83,92,47,2020-01-09,0.35,6,365,0
5,275343,"Conveniently located City Room!(1,2,3,4,5,6,7,8)",1439258,Joyce,Central Region,Bukit Merah,1.29015,103.80814,Private room,52,14,21,2022-05-15,0.19,50,318,1
6,275344,15 mins to Outram MRT Single Room (B),1439258,Joyce,Central Region,Bukit Merah,1.28836,103.81144,Private room,69,14,13,2020-12-27,0.11,50,348,0
7,289234,Booking for 3 bedrooms,367042,Belinda,East Region,Tampines,1.3449,103.95979,Private room,180,92,12,2019-01-01,0.1,6,364,0
8,294281,5 mins walk from Newton subway,1521514,Elizabeth,Central Region,Newton,1.31142,103.83924,Private room,72,92,1,2020-01-21,1.05,7,365,0
9,324945,20 Mins to Sentosa @ Hilltop ! (8),1439258,Joyce,Central Region,Bukit Merah,1.28828,103.8102,Private room,49,14,16,2022-04-04,0.13,50,347,2
10,330089,"Accomo@ REDHILL-INSEAD, NTU,NUS -Mu(D)",1439258,Joyce,Central Region,Bukit Merah,1.28652,103.81225,Private room,55,15,12,2022-04-05,0.12,50,326,2
11,330095,10 mins to Redhill MRT @ Mini Orange Room(5),1439258,Joyce,Central Region,Bukit Merah,1.28636,103.81138,Private room,65,60,3,2016-08-22,0.03,50,364,0
12,344803,Budget short stay room near  EXPO,367042,Belinda,East Region,Tampines,1.34917,103.9609,Private room,42,92,58,2020-02-10,0.46,6,300,0
13,355955,Double room in an Authentic Peranakan Shophouse,1759905,Aresha,Central Region,Geylang,1.31374,103.9019,Private room,65,92,0,31/12/2022,0.88,1,173,0
14,369141,5mins from Newton Train Station,1521514,Elizabeth,Central Region,Newton,1.31144,103.83784,Private room,69,92,81,2020-01-04,0.76,7,365,0
15,369145,5 mins walk from Newton MRT,1521514,Elizabeth,Central Region,Newton,1.31129,103.83788,Private room,66,92,1,2020-01-10,1.33,7,365,0
16,395191,Heritage Apartment Room near Orchard,1975201,Adi,Central Region,River Valley,1.29335,103.83768,Private room,100,93,27,2017-08-07,0.25,1,84,0
17,481789,Master Bedroom in Newly Built Flat,2386154,Susan,East Region,Tampines,1.34816,103.93238,Private room,37,180,0,31/12/2022,0.88,1,0,0
18,606784,"Ensuite room, pool, near airport, expo and sutd.",813925,Happy,East Region,Tampines,1.34361,103.95717,Private room,83,92,80,2020-02-07,0.83,1,89,0
19,642660,BEST CITY LIVING WITH GA RESIDENCE,3212572,Roger,Central Region,Rochor,1.30096,103.85206,Private room,166,180,0,31/12/2022,0.88,1,365,0
20,696136,Quiet ensuite room in Holland Village,1289033,Grace,Central Region,Bukit Timah,1.30938,103.79812,Private room,100,92,28,2017-08-12,0.24,1,91,0
21,733863,Homestay at Serangoon,3824517,Shirlnet,North-East Region,Serangoon,1.36926,103.87312,Private room,26,180,0,31/12/2022,0.88,1,364,0
22,747813,Fantastic Serviced Apartment in the Singapore CBD,3926646,John,Central Region,Downtown Core,1.27663,103.84498,Private room,119,92,72,2019-02-27,0.62,3,358,0
23,747816,Fantastic Serviced Apartment in the Singapore CBD,3926646,John,Central Region,Downtown Core,1.27585,103.84597,Private room,119,92,26,2018-09-14,0.22,3,365,0
24,756267,East Coast Boutique,1584407,Richard,Central Region,Marine Parade,1.30416,103.90076,Private room,250,92,70,2020-10-12,0.6,4,0,0
25,765579,Chinatown@doorstep: *Queenbed Rm 89C (Not Tourist),2413412,Kaurus,Central Region,Outram,1.2841,103.84253,Private room,69,92,2,2019-08-11,0.02,100,356,0
26,815685,Awesome Yellow Room in the City! Near Orchard Rd!,1439258,Joyce,Central Region,Bukit Merah,1.29065,103.80941,Private room,40,14,14,2019-10-10,0.13,50,289,0
27,819034,Boutique 2 Bedroom Apartment,1584407,Richard,Central Region,Marine Parade,1.30492,103.90315,Entire home/apt,300,92,40,2019-12-25,0.35,4,0,0
28,819044,East Coast Hideaway,1584407,Richard,Central Region,Marine Parade,1.30425,103.90097,Private room,150,92,71,2020-07-12,0.62,4,0,0
29,823571,Apartment away from town,4177147,Tania,East Region,Bedok,1.31313,103.91479,Private room,277,92,0,31/12/2022,0.88,1,0,0
30,833289,Warm hospitality Italian style,4360831,Laura,Central Region,Bukit Merah,1.27716,103.82299,Private room,150,92,2,2019-01-25,0.03,1,356,0
31,863139,EnsuiteA w Balcony view/access/chill,2413412,Kaurus,Central Region,Kallang,1.3092,103.86339,Private room,40,92,2,2016-12-27,0.03,100,356,0
32,881253,Chinatown Doorstep! *Ensuite1+1 (Not for Tourist),2413412,Kaurus,Central Region,Outram,1.28485,103.84317,Private room,79,92,3,2018-03-09,0.03,100,172,0
33,915275,Ensuite M1B within Heritage apartment,2413412,Kaurus,Central Region,Kallang,1.31208,103.85846,Private room,88,92,2,2017-08-07,0.03,100,325,0
34,962594,EnsuiteK w Balcony view/access/chill,2413412,Kaurus,Central Region,Kallang,1.30663,103.86243,Private room,45,92,2,2018-12-15,0.04,100,356,0
35,982909,Amazing Sunset Home @Central Area,4723385,Yuan,Central Region,Novena,1.33389,103.83454,Private room,90,92,1,2020-07-30,0.88,1,148,0
36,1024986,Super Host Apartment,5643415,Martin,Central Region,River Valley,1.29245,103.83742,Entire home/apt,150,92,1,2022-01-14,0.88,1,272,21
37,1183956,Private room with non sharing Bath in East Coast.,5981584,Amanda,Central Region,Marine Parade,1.3073809821999651,103.89464629494783,Private room,44,92,0,31/12/2022,0.88,1,365,0
38,1244654,kAwesome view! Ensuite M208 (Not For Tourist),2413412,Kaurus,Central Region,Outram,1.2838,103.84265,Private room,69,92,4,2016-10-18,0.06,100,356,0
39,1249555,Heritage apartment: Master rmM3C,2413412,Kaurus,Central Region,Kallang,1.31322,103.85583,Private room,50,92,1,2016-10-22,0.01,100,356,0
40,1261443,Great viewC Ensuite1+1@CBD/Chinatown (Not-Tourist),2413412,Kaurus,Central Region,Outram,1.28458,103.84311,Private room,79,92,3,2017-12-02,0.05,100,356,0
41,1363204,Chinatown at your door: Master Rm* attach bathroom,2413412,Kaurus,Central Region,Outram,1.28386,103.84238,Private room,69,92,3,2016-10-14,0.03,100,356,0
42,1495386,Private room with balcony nr beach,7993224,Violet,East Region,Pasir Ris,1.37975,103.94375,Private room,50,92,10,2021-11-24,0.1,1,365,1
43,1508829,Lavender QueenBed *rmFr: 5m walk MRT,2413412,Kaurus,Central Region,Kallang,1.3072,103.86359,Private room,59,92,9,2021-05-23,0.09,100,172,0
44,1562453,Deluxe Quad-sharing room,8270362,Domus,Central Region,Novena,1.32359,103.8498,Private room,30,108,0,31/12/2022,0.88,1,0,0
45,1581224,Life Impact Coaching,8408341,Gerard,Central Region,Kallang,1.31108,103.87374,Entire home/apt,130,96,0,31/12/2022,0.88,1,365,0
46,1611318,"Central Condo, reasonable price",8580110,Betty,Central Region,Bukit Merah,1.28419,103.82765,Private room,60,183,0,31/12/2022,0.88,1,0,0
47,1615074,AweSome view! Ensuite 1+1 @Chinatown,2413412,Kaurus,Central Region,Outram,1.2841,103.84253,Private room,79,92,5,2021-06-25,0.1,100,356,1
48,1643945,Private Bedroom from Semi-D,8725237,Soh,North-East Region,Ang Mo Kio,1.39088,103.85303,Private room,216,92,0,31/12/2022,0.88,1,0,0
49,1646909,"Cozy room, convenient location",8739736,Serene,West Region,Bukit Batok,1.34126,103.75992,Private room,82,92,0,31/12/2022,0.88,1,0,0
50,1654840,3-person Bunk/Loft Bed Pte Room,8773916,Superb Hostel,Central Region,Rochor,1.30292,103.858,Private room,90,92,2,2018-01-02,0.03,7,0,0
51,1678744,Ladies-Only Shared Room @ Chinatown,8881470,Wink,Central Region,Outram,1.28405,103.84424,Shared room,63,92,1,2020-01-31,1.43,5,238,0
52,1678754,Private Room for 6pax @ Chinatown,8881470,Wink,Central Region,Outram,1.28405,103.84424,Hotel room,378,92,2,2018-03-11,0.02,5,238,0
53,1678755,Mixed Shared Room @ Chinatown,8881470,Wink,Central Region,Outram,1.28405,103.84424,Hotel room,63,92,93,2020-01-31,0.91,5,238,0
54,1710048,Fireworks view8! highrise Ensuite,8948251,Joey,Central Region,Outram,1.28466,103.84255,Private room,40,92,0,31/12/2022,0.88,74,356,0
55,1838622,Beautifully renovated cosy room,2999297,Jimmy,East Region,Bedok,1.31805,103.92361,Private room,95,92,0,31/12/2022,0.88,3,365,0
56,1900478,"aljunied solo Mini *Ensuite, 3 min walk MRT",2413412,Kaurus,Central Region,Geylang,1.31612,103.88343,Private room,37,92,1,2017-03-25,0.02,100,356,0
57,1902729,"Modest, clean & comfy, easy to city",7644641,Jin,East Region,Bedok,1.3209,103.91569,Private room,49,92,3,2016-05-13,0.03,3,3,0
58,1902793,"Large,  clean & comfy, easy to city",7644641,Jin,East Region,Bedok,1.32204,103.92125,Private room,60,92,2,2016-05-04,0.03,3,18,0
59,1941719,Fantastic Serviced Apartment in the Singapore CBD,3926646,John,Central Region,Downtown Core,1.27525,103.84524,Private room,119,92,77,2019-04-25,0.76,3,358,0
60,2009008,"Modest, clean & comfy, easy to city",7644641,Jin,East Region,Bedok,1.32301,103.92211,Private room,68,92,5,2015-03-22,0.05,3,4,0
61,2024941,Cosy Double room in a Terrace House,2999297,Jimmy,East Region,Bedok,1.31963,103.924,Private room,95,92,0,31/12/2022,0.88,3,0,0
62,2030663,Singapore Room n Central Balestier!,9900768,David,Central Region,Novena,1.32453,103.85255,Private room,343,92,2,2014-07-19,0.02,2,174,0
63,2129215,Luxuriously Spacious Studio Apt.,7642747,Shirley,East Region,Bedok,1.31936,103.91663,Entire home/apt,139,92,1,2020-03-31,0.88,1,234,0
64,2142826,Singapore Room for Rent!,9900768,David,Central Region,Novena,1.32485,103.85143,Private room,929,160,21,2016-09-30,0.23,2,181,0
65,2156372,"Cozy, Many Guests Loved It Here",6157422,Regina,North-East Region,Hougang,1.36722,103.89765,Private room,50,92,14,2021-04-17,0.15,2,341,0
66,2320536,Single Room at Woodlands,11851304,Ammarudin,North Region,Woodlands,1.44076,103.77626,Private room,30,183,5,2014-07-14,0.05,1,0,0
67,2351979,Tribeca Robertson Quay (new 1br),11990154,Chelsea,Central Region,Singapore River,1.29182,103.83496,Entire home/apt,150,92,0,31/12/2022,0.88,1,365,0
68,2387588,Private Room Shared Toilet - 1 Person,12067440,Tommy,Central Region,Kallang,1.3117,103.86028,Private room,62,1,60,2022-06-08,0.62,5,354,4
69,2387715,"Private room 2-pax near MRT, shared toilet",12067440,Tommy,Central Region,Kallang,1.3117,103.86028,Private room,100,1,56,2020-01-18,0.68,5,339,0
70,2492539,*NOW:  Fully Furnished RoomâââââMaid Services,11897350,Pat/Linda,West Region,Jurong East,1.33668,103.73644,Private room,50,92,28,2020-09-30,0.32,3,364,0
71,2547778,1950s cozy window singlebed room @ lavender,8948251,Joey,Central Region,Kallang,1.31117,103.86214,Private room,25,92,1,2018-06-30,0.02,74,363,0
72,2691621,"Sofa couch, near Orchard/Holland",581033,Nicholas,Central Region,Queenstown,1.30692,103.8007,Shared room,77,92,0,31/12/2022,0.88,1,365,0
73,2922184,10 Min Walk to HawParVilla MRT - INSEAD (A),1439258,Joyce,Central Region,Queenstown,1.2805,103.78439,Private room,72,28,15,2022-01-02,0.19,50,328,3
74,2959811,Central quiet serviced master bedroom (>3 months),15067769,Dominique,Central Region,Orchard,1.30085,103.84318,Private room,80,92,0,31/12/2022,0.88,1,364,0
75,3034137,Cozy 1 BD linked to MRT (Heartland),4422603,Rosanna,North-East Region,Hougang,1.35956,103.88423,Private room,89,92,9,2019-07-27,0.1,1,357,0
76,3075620,Everything You Need in Singapore,7044509,Katherine,Central Region,Museum,1.29973,103.84658,Private room,110,92,7,2020-06-05,0.08,2,213,0
77,3078453,5 mins walk to MRT. Very near city.,15666562,Yeo,Central Region,Toa Payoh,1.33781,103.86901,Entire home/apt,280,92,6,2015-09-25,0.07,1,365,0
78,3209752,"Modern Rm near Airport, Expo, SUTD, Changi BizPark",16262927,Jeremy,East Region,Tampines,1.34806,103.95858,Private room,98,92,13,2020-03-02,0.38,1,365,0
79,3304326,"Furnishied Room Near Airport, Changi BizPark, SUTD",16689958,S,East Region,Tampines,1.34798,103.9617,Private room,89,92,10,2018-06-02,0.1,1,362,0
80,3349976,Private Room - min.6months,14297490,Flora,East Region,Pasir Ris,1.36449,103.95931,Private room,80,180,0,31/12/2022,0.88,1,0,0
81,3667894,Chinatown at your door: Master Rm attach bathroom,2413412,Kaurus,Central Region,Outram,1.28424,103.84275,Private room,69,92,2,2019-10-29,0.05,100,356,0
82,3717196,DORMS - In the heart of Chinatown!,17526618,Royal,Central Region,Outram,1.28497,103.84341,Hotel room,31,92,18,2018-10-07,0.19,5,365,0
83,3802621,1-person Bunk Bed Private Room,8773916,Superb Hostel,Central Region,Rochor,1.30376,103.85923,Private room,58,92,20,2018-02-10,0.25,7,0,0
84,3803160,3-person Bunk Bed Private Room,8773916,Superb Hostel,Central Region,Rochor,1.30171,103.85959,Private room,90,92,6,2017-07-29,0.07,7,0,0
85,3980202,1-person Bunk Bed Private Room,8773916,Superb Hostel,Central Region,Rochor,1.30148,103.85813,Private room,58,92,28,2018-08-26,0.3,7,0,0
86,3981252,Ultra convenient Condo close to MRT,20636569,Chris,East Region,Bedok,1.31786,103.9059,Private room,88,92,2,2019-09-23,0.02,1,362,0
87,3990431,1-person Bunk Bed Private Room,8773916,Superb Hostel,Central Region,Rochor,1.30348,103.85969,Private room,58,92,10,2017-12-14,0.12,7,0,0
88,4008423,Private Room Shared Toilet - 1 Person,12067440,Tommy,Central Region,Kallang,1.31179,103.86002,Private room,62,1,1,2022-05-15,0.88,5,344,2
89,4013186,Cosy Room right in the City town.,20049904,Lenneth,Central Region,Outram,1.27795,103.84109,Private room,950,180,0,31/12/2022,0.88,2,0,0
90,4017084,Masterbedroom for rent (Central),20785714,Yock Lian,Central Region,Outram,1.28172,103.84074,Private room,50,180,0,31/12/2022,0.88,1,365,0
91,4054698,DORMS - In the heart of Chinatown!,17526618,Royal,Central Region,Outram,1.28268,103.84463,Hotel room,31,92,49,2020-01-01,0.54,5,365,0
92,4069756,DORMS - In the heart of Chinatown!,17526618,Royal,Central Region,Outram,1.283,103.84344,Hotel room,31,92,21,2019-11-19,0.23,5,365,0
93,4360679,Simple Private Room for Two,20883050,Alvin,Central Region,Geylang,1.3111,103.8812,Private room,100,92,1,2020-03-13,1.43,3,365,0
94,4380000,Prime Orchard Master Near Somerset,11390076,Tryston,Central Region,Newton,1.30689,103.83834,Private room,99,93,8,2020-01-27,0.09,9,364,0
95,4441346,Penthouse Studio w/ City & Sea View for Long Term,23053315,Chew Nam,Central Region,Kallang,1.29997,103.88536,Entire home/apt,110,92,5,2020-01-31,0.05,1,0,0
96,4486217,Sub-urban Singapore Resort Living,23276884,Faith,North-East Region,Serangoon,1.38763,103.86942,Entire home/apt,106,92,9,2018-07-31,0.1,1,89,0
97,4499317,Seah Premium Loft (Staycation Approved),23336011,Heritage,Central Region,Downtown Core,1.29489,103.85401,Private room,165,1,1,2022-06-11,1.42,55,336,10
98,4526703,City room with Bay and sea view,23466247,Willy,Central Region,Kallang,1.30778,103.86171,Private room,150,100,6,2018-06-02,0.07,3,365,0
99,4541072,Condo-4 MRT-stops-to-Orchard-15 min,11390076,Tryston,Central Region,Toa Payoh,1.34081,103.84165,Private room,76,93,16,2019-10-15,0.21,9,267,0
100,4541183,Boat Quay Studio Premium River View (South bridge),23336011,Heritage,Central Region,Singapore River,1.28816,103.84826,Entire home/apt,181,1,1,2022-06-16,0.88,55,348,35
101,4561032,Master M1P attached bathroom @ heritage apartment,8948251,Joey,Central Region,Kallang,1.31288,103.85792,Private room,88,92,2,2014-11-27,0.02,74,325,0
102,4640273,ç´¢ç¾èµRiver Valley,24025713,è,Central Region,River Valley,1.29887,103.83603,Private room,155,92,0,31/12/2022,0.88,1,0,0
103,4664392,CS S3 Central studio with private bath & kitchen!,7095710,Elise,Central Region,Outram,1.28135,103.84868,Entire home/apt,105,92,103,2022-01-05,1.13,10,315,6
104,4712676,Homestay- Deluxe Room with SEALY-King Bed + B'fast,24353373,Jeff,North-East Region,Ang Mo Kio,1.36747,103.83865,Private room,47,180,2,2016-05-16,0.02,1,365,0
105,4722005,Walking Distance to MRT,23994004,Orion,North Region,Sembawang,1.45328,103.82199,Private room,20,180,0,31/12/2022,0.88,1,0,0
106,4741630,Balcony View Ensuite @ lowrise heritage apartment,8948251,Joey,Central Region,Kallang,1.30793,103.86276,Private room,40,92,1,2016-12-18,0.01,74,356,0
107,4771752,Everything You Need in SG - Room 2,7044509,Katherine,Central Region,Rochor,1.3004,103.84994,Private room,110,92,4,2016-07-31,0.05,2,236,0
108,4833408,Ironsmith's Home,24856495,Ironsmith,East Region,Bedok,1.3236,103.90854,Private room,49,92,1,2019-07-28,1.36,1,364,0
109,4863317,highrise heritage queenbed RmA1 (Not TOurist),8948251,Joey,Central Region,Outram,1.28511,103.84249,Private room,69,92,1,2016-12-01,0.01,74,356,0
110,4869221,Fireworks view* Ensuite+LivingRm (Not for Tourist),8948251,Joey,Central Region,Outram,1.28563,103.84212,Private room,79,92,2,2018-02-01,0.03,74,172,0
111,4899063,Singapore Student Homestay,25215454,Don,Central Region,Toa Payoh,1.33305,103.87235,Shared room,46,180,0,31/12/2022,0.88,1,0,0
112,4926170,Room 4B in Terrace House @ Thomson Village,25375339,ï½¼ï¾,Central Region,Bishan,1.35349,103.83274,Private room,45,92,4,2020-02-14,0.08,8,364,0
113,4926192,Common Room @ Boon Keng,25375339,ï½¼ï¾,Central Region,Kallang,1.316,103.86134,Private room,150,92,0,31/12/2022,0.88,8,0,0
114,4973227,Boat Quay Studio Apartment (South bridge Wing),23336011,Heritage,Central Region,Downtown Core,1.28945,103.84879,Entire home/apt,158,1,1,2022-05-29,1.37,55,355,7
115,4978175,Cat Lovers: Quaint Vintage House,25668648,Ling,East Region,Bedok,1.33203,103.94396,Private room,1000,92,0,31/12/2022,0.88,1,358,0
116,4989903,HVIr2-Holland Village Condo,25185912,Rebekah,Central Region,Bukit Timah,1.31262,103.79717,Private room,67,92,5,2016-04-23,0.06,16,319,0
117,5040689,Exquisite & cosy room for rental,11463785,Dianne,North-East Region,Ang Mo Kio,1.37165,103.82881,Private room,37,92,3,2018-02-17,0.05,7,364,0
118,5052014,Modern Serviced Studio in CBD w MRT,13468566,Andy,Central Region,Outram,1.27428,103.84133,Entire home/apt,169,6,10,2022-04-11,0.11,9,324,3
119,5116961,ROOM in magazine-featured apt,4430782,Ethan,Central Region,Bukit Merah,1.28366,103.83188,Private room,165,92,2,2017-12-22,0.02,1,264,0
120,5216457,Studio in Chinatown,26618339,Nadia,Central Region,Outram,1.28167,103.83868,Entire home/apt,100,92,14,2017-02-02,0.17,1,365,0
121,5233415,Furnished CBD Serviced Studio w MRT,13468566,Andy,Central Region,Bukit Merah,1.27619,103.84074,Entire home/apt,169,6,16,2022-06-12,0.19,9,303,5
122,5253599,Exquisite Balinese studio for rent,11463785,Dianne,Central Region,Kallang,1.3171,103.85742,Entire home/apt,72,92,12,2020-03-02,0.14,7,295,0
123,5319766,Large Master Bedroom with ensuite,27516195,Leanne,Central Region,Outram,1.28185,103.84657,Private room,160,92,0,31/12/2022,0.88,1,0,0
124,5339318,2br Orchard Rd condo on Sophia Hill,2235699,Yin,Central Region,Rochor,1.30358,103.84575,Entire home/apt,228,92,3,2015-11-09,0.04,2,365,0
125,5406502,Cozy clean room in a breezy condo,28022338,Bill,East Region,Bedok,1.31279,103.93821,Private room,78,92,0,31/12/2022,0.88,1,363,0
126,5436010,LUXE Series Executive Guest Room,26876731,Lynelle,North Region,Yishun,1.41423,103.83382,Private room,66,92,0,31/12/2022,0.88,1,294,0
127,5446857,Large & luxury Studio in CBD/MRT,13468566,Andy,Central Region,Bukit Merah,1.27626,103.84073,Entire home/apt,228,6,4,2022-04-27,0.07,9,349,1
128,5448209,"CBD Studio: spacious, serviced, MRT",13468566,Andy,Central Region,Bukit Merah,1.2744,103.84063,Entire home/apt,200,6,8,2022-06-03,0.1,9,326,1
129,5464246,"1min walk to MRT, 1Double Bed for 1-2px,Quiet&Cosy",26899710,Sebastian,Central Region,Geylang,1.32812,103.88436,Private room,114,92,11,2020-01-26,0.14,2,364,0
130,5493930,Luxurious En Suite 1 Near Orchard,28489587,Anita & David,Central Region,Novena,1.3174,103.84796,Private room,200,92,1,2020-02-15,0.88,3,82,0
131,5494971,Grand En Suite 2 Near Orchard,28489587,Anita & David,Central Region,Novena,1.31778,103.84769,Private room,99,92,1,2020-02-23,0.88,3,113,0
132,5504230,Family Apartment in Central - min walk to 3 MRTs,21149720,Mike,Central Region,Kallang,1.30933,103.85843,Entire home/apt,236,92,9,2018-04-20,0.1,16,365,0
133,5529062,600sqft New York Bachelor Suite. SG,28378691,Leon,Central Region,Bukit Merah,1.27513,103.83581,Entire home/apt,500,92,0,31/12/2022,0.88,1,365,0
134,5551665,"HVIr1-Holland Village Condo, 1 min away from MRT",25185912,Rebekah,Central Region,Bukit Timah,1.31269,103.79714,Private room,59,92,18,2021-09-12,0.21,16,364,1
135,5573458,"Amazing MasterBed Room, mins to MRT",28809566,Property,North Region,Sembawang,1.44061,103.82386,Private room,208,92,3,2017-07-06,0.04,5,364,0
136,5584157,SGP Cool Rm W laundry n housekeep.$850/Mth (1pax),28954164,Michelle,North Region,Woodlands,1.44162,103.79304,Private room,26,93,112,2021-04-12,1.28,3,312,0
137,5609608,SGP Cozy Aircon Rm W Hsekeep n Laundry (1Pax)$850,28954164,Michelle,North Region,Woodlands,1.44349,103.79264,Private room,29,92,68,2021-01-31,0.79,3,325,0
138,5634851,Beautiful Balinese studio,11463785,Dianne,Central Region,Kallang,1.31486,103.85689,Entire home/apt,85,92,3,2016-06-08,0.03,7,298,0
139,5704432,My Crib,28106320,Jeremy,Central Region,Toa Payoh,1.3356,103.86592,Shared room,300,92,0,31/12/2022,0.88,1,0,0
140,5774164,Entire Apartment -Terrace Pool Gym,20639706,Max,Central Region,Geylang,1.31315,103.881,Entire home/apt,192,92,8,2017-09-21,0.09,1,365,0
141,5798211,The Studio Suite,30080617,Eddie,East Region,Tampines,1.34571,103.96073,Private room,70,92,1,2019-07-10,1.77,5,365,0
142,5819462,standard room with air conditioner,20712244,Huan,North-East Region,Sengkang,1.38777,103.89649,Shared room,121,92,0,31/12/2022,0.88,1,0,0
143,5827713,The Private Sanctuary,30080617,Eddie,East Region,Tampines,1.3464,103.96256,Private room,70,92,1,2021-07-30,0.88,5,356,1
144,5827998,The Lily Room,30080617,Eddie,East Region,Tampines,1.3446,103.96223,Private room,60,92,1,2019-06-28,0.88,5,102,0
145,5882204,Minimum 90 days rental,30542551,Allendgs,East Region,Bedok,1.3212,103.91483,Private room,172,92,0,31/12/2022,0.88,1,0,0
146,5889741,Entire Home in the Heart of City,5365111,Y,Central Region,Rochor,1.30153,103.85344,Entire home/apt,173,92,1,2021-12-03,0.88,1,102,3
147,5908083,FS S1 Farrer Park studio with Balcony/kitchen/bath,7095710,Elise,Central Region,Kallang,1.31642,103.85759,Entire home/apt,110,92,79,2022-05-15,0.93,10,286,4
148,5919270,The Antiquity Room,30080617,Eddie,East Region,Tampines,1.346,103.9626,Private room,80,92,1,2022-01-20,0.88,5,277,1
149,6020248,"Room with attached bathroom, 1min to Holland V MRT",25185912,Rebekah,Central Region,Bukit Timah,1.31132,103.79736,Private room,82,92,8,2018-10-02,0.09,16,365,0
150,6079533,Master room 2 with a pool view,31557595,Jay,East Region,Pasir Ris,1.35894,103.96465,Private room,50,92,0,31/12/2022,0.88,4,326,0
151,6147375,Common Room @ Reasonable Price,31212677,Shyam,North-East Region,Punggol,1.40015,103.90537,Private room,49,180,0,31/12/2022,0.88,2,365,0
152,6261313,"HVIr5 -Holland Village Condo, 1 min from HV MRT",25185912,Rebekah,Central Region,Bukit Timah,1.31107,103.79687,Private room,67,92,10,2019-09-15,0.12,16,231,0
153,6287204,Simple & Cozy 1 BD resort-like apt,32683666,Quinn,North Region,Woodlands,1.43012,103.78434,Entire home/apt,180,92,11,2019-07-01,0.14,1,133,0
154,6300577,"1Min walk to MRT, Ensuite Studio Room for 1 person",26899710,Sebastian,Central Region,Geylang,1.32874,103.88439,Private room,96,92,25,2021-12-09,0.3,2,365,1
155,6305559,Master The Sail@marina bay,32798595,Expats Housing Provider @ Raffles P,Central Region,Downtown Core,1.28191,103.85202,Private room,90,92,1,2016-03-24,0.01,45,364,0
156,6317686,highrise EnsuiteM1A + attach bathrm (Non-Tourist),8948251,Joey,Central Region,Outram,1.2841,103.84253,Private room,45,92,1,2016-11-03,0.01,74,325,0
157,6340605,Brand new studio apartment,33019244,Airena,Central Region,Novena,1.32515,103.84914,Entire home/apt,100,92,0,31/12/2022,0.88,1,365,0
158,6352827,Lor 17 L3R1 Masterbed room w private toilet,33096269,E C,Central Region,Geylang,1.31192,103.87922,Private room,60,92,1,2022-01-16,0.88,6,0,3
159,6453321,Balinese room for rent,11463785,Dianne,North-East Region,Ang Mo Kio,1.36973,103.82847,Private room,38,92,1,2017-07-15,0.02,7,364,0
160,6481052,premium 1 bed room Â· premium 1 bed room Â· 1 br 450sqft service apartment orchard near subway,7210103,Thanksgivings,Central Region,River Valley,1.296265,103.840942,Entire home/apt,294,6,44,2022-06-08,0.51,4,346,10
161,6529707,Room 1 - Affordable room near the university,33003286,Suan Khim,West Region,Clementi,1.29575,103.76707,Private room,40,92,38,2021-04-29,0.45,2,160,0
162,6547248,Stay at Bukit Timah natural reserve,5556667,David,Central Region,Bukit Timah,1.34507,103.76804,Private room,77,92,2,2018-01-22,0.02,1,365,0
163,6603464,"Amazing Suite-room, mins to MRT (3)",28809566,Property,North Region,Sembawang,1.44167,103.82376,Private room,137,92,9,2019-08-31,0.11,5,364,0
164,6607671,Central Entired Condo Apartment -min walk to 3 MRT,21149720,Mike,Central Region,Kallang,1.31099,103.85849,Entire home/apt,249,92,1,2016-08-20,0.01,16,365,0
165,6620261,Cozy Hotel Style Studio(with Pool),34649530,Prim,Central Region,Novena,1.32419,103.85252,Entire home/apt,100,92,3,2019-07-10,0.05,5,43,0
166,6620271,Common Room Beside Paya Lebar MRT,29270160,Anthony,Central Region,Geylang,1.31697,103.89104,Private room,71,92,0,31/12/2022,0.88,2,365,0
167,6630341,Affordable stay near Serangoon!,34707865,Stteven,North-East Region,Serangoon,1.34611,103.87071,Private room,90,92,99,2021-12-18,1.19,3,358,1
168,6638508,Lovely Room With a View,11324694,Rainer,Central Region,Kallang,1.3124,103.85758,Private room,76,92,15,2021-08-09,0.18,2,247,1
169,6663672,æ°å å¡ä¼ ç»ç¥å± å®¢åå¤§ éé£å¥½,31721965,Feng,Central Region,Downtown Core,1.27914,103.85002,Private room,95,92,0,31/12/2022,0.88,1,0,0
170,6716844,4-person Bunk/Loft Bed Private Room,8773916,Superb Hostel,Central Region,Rochor,1.30205,103.85804,Private room,120,92,2,2018-01-01,0.03,7,0,0
